date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides,day_of_week,day_type,max_scaled_sensor_1,max_scaled_sensor_2,sensor_one_binned,sensor_two_binned,date,year,month,day,month-day
2010-03-11 04:00:00,9.4,59.9,0.7465,960.4,490.1,1781.6,1244.9,431.6,0.7,1.4,21.0,3,weekday,0.45989560886845754,0.21284634760705293,0.2-0.5,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 05:00:00,11.4,58.4,0.7366,1119.3,522.2,1898.8,1122.9,443.1,0.7,1.0,16.3,3,weekday,0.5359862088780347,0.22678711022322595,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 06:00:00,10.3,56.4,0.7353,1009.9,553.0,1755.4,1208.8,495.6,0.7,1.7,32.6,3,weekday,0.483599099746205,0.24016329366802747,0.2-0.5,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 07:00:00,10.0,58.4,0.7417,1201.2,640.3,1475.1,1339.0,686.2,1.1,3.2,100.9,3,weekday,0.5752047119666714,0.2780769564839746,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 08:00:00,10.7,55.1,0.7408,1373.0,927.0,1181.4,1471.5,1046.9,1.9,8.3,167.0,3,weekday,0.65747258535651,0.4025883783549032,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 09:00:00,11.0,62.4,0.7691,1378.0,969.6,1122.2,1583.0,1069.1,2.1,9.3,126.4,3,weekday,0.6598668773643633,0.42108920350907675,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 10:00:00,10.9,61.9,0.7552,1196.0,793.9,1230.2,1431.5,799.8,1.7,6.6,104.2,3,weekday,0.572714648278504,0.344784157039868,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 11:00:00,11.1,56.7,0.7352,1155.4,769.6,1354.6,1266.7,664.3,1.6,5.1,96.9,3,weekday,0.5532729971747354,0.33423086945192393,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 12:00:00,9.4,62.1,0.7951,1174.2,727.6,1379.1,1429.0,644.1,1.6,5.4,106.1,3,weekday,0.5622755351242638,0.31599061929992184,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 13:00:00,8.2,77.9,0.8393,1311.7,895.1,1220.1,1629.2,846.9,2.0,7.4,146.0,3,weekday,0.6281185653402288,0.38873447407278733,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 14:00:00,8.5,84.3,0.8736,1357.3,1013.3,963.3,1712.7,1099.2,2.8,12.0,204.9,3,weekday,0.6499545084518507,0.4400677495005646,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 15:00:00,7.7,74.2,0.8778,1310.0,905.0,1103.6,1630.5,917.6,2.2,9.1,182.2,3,weekday,0.6273045060575587,0.39303396160861637,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 16:00:00,9.5,73.3,0.8569,1227.4,857.3,1080.9,1622.8,976.1,2.3,8.1,194.9,3,weekday,0.5877508020878226,0.3723182489359854,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 17:00:00,9.5,62.9,0.8185,1424.5,999.6,937.4,1684.6,1037.8,2.8,11.4,257.6,3,weekday,0.6821337930373987,0.43411795361764965,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 18:00:00,10.4,67.4,0.8065,1501.9,1266.2,743.1,1937.2,1366.7,4.7,21.6,275.4,3,weekday,0.7191974333189676,0.5499001129158343,0.5-0.8,0.5-0.8,2010-03-11,2010,3,11,311
2010-03-11 19:00:00,9.5,69.3,0.8319,1776.0,1398.7,723.1,2239.7,1584.7,7.2,28.2,406.0,3,weekday,0.8504525211894842,0.6074437592286981,0.85-1.00,0.5-0.8,2010-03-11,2010,3,11,311
2010-03-11 20:00:00,10.1,63.7,0.8133,1607.2,1390.0,735.6,2103.4,1538.2,6.1,25.2,337.0,3,weekday,0.7696212230043575,0.6036654216972118,0.5-0.8,0.5-0.8,2010-03-11,2010,3,11,311
2010-03-11 21:00:00,8.6,67.8,0.7419,1378.6,1033.0,890.0,1809.4,1220.8,3.9,13.6,242.4,3,weekday,0.6601541924053056,0.44862329540519413,0.5-0.8,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 22:00:00,7.8,62.8,0.6905,994.0,704.1,1364.8,1319.7,812.8,1.5,4.7,87.4,3,weekday,0.4759852511612316,0.3057847650482064,0.2-0.5,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-11 23:00:00,8.7,58.4,0.6657,931.3,660.4,1486.8,1239.5,585.1,1.1,2.5,45.6,3,weekday,0.44596082938275144,0.2868062190567185,0.2-0.5,0.2-0.5,2010-03-11,2010,3,11,311
2010-03-12 00:00:00,8.8,56.7,0.6438,1026.0,772.8,1329.2,1333.8,791.5,1.7,5.7,119.6,4,weekday,0.49130872001149256,0.33562060279683836,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 01:00:00,7.8,59.1,0.6308,991.8,829.0,1321.8,1309.1,873.6,1.8,6.1,123.7,4,weekday,0.4749317626777761,0.3600277946668983,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 02:00:00,6.6,59.9,0.6276,918.8,753.9,1423.9,1212.7,726.6,1.4,3.8,80.4,4,weekday,0.43997509936311824,0.32741249022843744,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 03:00:00,6.9,66.0,0.6261,835.7,574.0,1646.4,1258.2,491.5,0.8,2.0,48.4,4,weekday,0.4001819661925968,0.2492834187440285,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 04:00:00,5.7,69.9,0.6248,822.7,475.6,1855.1,1088.6,403.2,0.5,1.1,20.4,4,weekday,0.39395680697217833,0.20654911838790935,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 05:00:00,6.1,64.4,0.6233,889.4,531.1,1914.0,1143.4,378.2,0.6,1.0,28.5,4,weekday,0.425896662356941,0.23065230608876924,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 06:00:00,6.6,64.8,0.6234,908.5,605.3,1769.2,1284.2,477.3,0.8,1.9,59.4,4,weekday,0.4350428578269405,0.2628767480239729,0.2-0.5,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 07:00:00,6.3,62.5,0.6316,1058.3,766.5,1456.4,1401.8,695.6,1.5,4.7,109.0,4,weekday,0.5067758463822247,0.33288456527403804,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 08:00:00,7.4,63.1,0.6499,1682.2,1186.6,923.9,1995.0,1400.0,4.6,16.6,297.8,4,weekday,0.8055356031221568,0.5153304959610875,0.8-0.85,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-12 09:00:00,8.8,52.3,0.6561,1452.3,1434.2,774.7,2119.7,1603.9,4.3,23.4,265.8,4,weekday,0.695446056601063,0.6228611135238427,0.5-0.8,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-12 10:00:00,13.6,40.4,0.632,1350.0,1073.3,875.5,1746.2,1249.4,3.1,14.4,196.4,4,weekday,0.646458842120385,0.4661252497177104,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 11:00:00,14.0,39.6,0.6243,1300.9,1078.5,920.6,1502.1,1143.7,2.8,11.3,216.0,4,weekday,0.6229468946032658,0.4683835664031964,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 12:00:00,15.8,38.7,0.6195,1157.8,1015.6,1045.4,1583.1,1007.0,2.1,9.9,143.0,4,weekday,0.5544222573385049,0.4410666203422219,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 13:00:00,15.8,34.8,0.6262,1252.0,1016.0,1058.4,1672.6,983.0,2.7,10.9,166.4,4,weekday,0.5995307187664607,0.44124033701033616,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 14:00:00,15.2,33.6,0.656,1222.6,1088.8,920.5,1593.6,1071.6,2.8,12.8,166.3,4,weekday,0.5854522817602834,0.47285677060713976,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 15:00:00,15.6,38.5,0.661,1434.2,1077.1,866.7,1653.0,1082.0,2.9,14.2,199.5,4,weekday,0.6867787195326341,0.4677755580647963,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 16:00:00,16.2,37.9,0.6657,1230.5,1073.0,1001.7,1706.7,1034.2,2.9,13.3,174.4,4,weekday,0.5892352631326916,0.46599496221662473,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 17:00:00,15.9,35.0,0.6549,1223.0,1009.8,1006.0,1529.5,1053.6,2.5,11.3,150.0,4,weekday,0.5856438251209117,0.43854772865456443,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 18:00:00,14.5,40.8,0.6766,1510.0,1328.1,820.1,1967.3,1466.4,3.8,19.9,201.9,4,weekday,0.7230761863716898,0.576782767306523,0.5-0.8,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-12 19:00:00,14.5,41.7,0.7084,1570.8,1221.1,804.6,1717.7,1346.6,3.6,18.0,191.9,4,weekday,0.7521907771871856,0.5303135585859463,0.5-0.8,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-12 20:00:00,12.5,51.0,0.7478,1953.6,1690.5,642.7,2270.5,1792.6,6.8,34.6,357.0,4,weekday,0.9354977733084325,0.734170068618084,0.85-1.00,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-12 21:00:00,12.0,53.8,0.7536,1566.0,1286.0,759.5,1882.8,1545.6,4.4,20.1,287.7,4,weekday,0.7498922568596466,0.5584990879874924,0.5-0.8,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-12 22:00:00,11.4,60.3,0.774,1498.8,1070.6,830.6,1671.3,1535.7,3.6,14.3,265.7,4,weekday,0.7177129722740985,0.46495266220793885,0.5-0.8,0.2-0.5,2010-03-12,2010,3,12,312
2010-03-12 23:00:00,9.2,61.4,0.7771,1693.8,1346.0,696.5,1979.5,1640.4,5.7,22.0,294.0,4,weekday,0.8110903605803763,0.5845565882046383,0.8-0.85,0.5-0.8,2010-03-12,2010,3,12,312
2010-03-13 00:00:00,9.2,60.9,0.7597,1241.6,896.5,895.6,1544.0,1246.4,2.9,9.0,196.9,5,weekend,0.5945505913901259,0.38934248241118735,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 01:00:00,8.8,65.8,0.7423,1243.8,899.2,1135.3,1375.2,1155.4,1.9,7.0,143.2,5,weekend,0.5956040798735813,0.39051506992095897,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 02:00:00,9.3,62.6,0.7256,1195.8,828.9,1164.2,1310.4,1095.2,1.5,5.1,86.3,5,weekend,0.5726188765981899,0.35998436549986973,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 03:00:00,8.2,62.8,0.7173,1113.4,728.2,1167.2,1297.2,1015.9,1.8,5.7,110.1,5,weekend,0.5331609443087679,0.3162511943020933,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 04:00:00,7.0,71.1,0.7158,1112.6,796.4,1188.6,1313.2,1021.8,1.6,6.4,111.2,5,weekend,0.5327778575875113,0.3458698862155824,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 05:00:00,7.9,59.8,0.6982,948.7,612.5,1405.8,1210.3,810.8,1.0,2.7,58.9,5,weekend,0.4542929655700809,0.2660036480500304,0.2-0.5,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 06:00:00,7.3,68.2,0.6887,1111.0,678.3,1434.1,1344.1,809.9,1.3,3.0,54.1,5,weekend,0.5320116841449983,0.2945800399548337,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 07:00:00,6.2,68.3,0.6932,1100.9,731.5,1240.3,1338.6,902.4,1.5,4.9,132.0,5,weekend,0.5271752142891347,0.31768435681403634,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 08:00:00,6.6,67.3,0.6945,1322.6,1095.2,935.0,1711.6,1144.3,2.6,11.2,245.8,5,weekend,0.633338121917349,0.4756362372969687,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 09:00:00,9.7,62.7,0.7124,1393.9,1199.1,788.5,1688.2,1439.2,3.7,14.9,300.9,5,weekend,0.6674807259493367,0.5207591418396595,0.5-0.8,0.5-0.8,2010-03-13,2010,3,13,313
2010-03-13 10:00:00,12.3,51.7,0.7335,1360.2,1135.0,825.6,1683.7,1421.0,3.3,12.0,257.5,5,weekend,0.6513431978164057,0.4929210457743421,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 11:00:00,15.9,44.3,0.7451,1480.3,1160.3,848.4,1833.4,1519.7,3.8,15.5,287.1,5,weekend,0.7088540918450413,0.5039086250325718,0.5-0.8,0.5-0.8,2010-03-13,2010,3,13,313
2010-03-13 12:00:00,17.8,34.1,0.709,1436.5,1050.0,857.5,1746.2,1373.1,3.8,13.9,251.0,5,weekend,0.6878800938562466,0.4560062538000521,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 13:00:00,18.6,31.3,0.695,1261.6,1112.0,977.1,1616.0,1057.0,2.9,12.8,142.3,5,weekend,0.604127759421539,0.48293233735776947,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 14:00:00,18.2,34.5,0.7127,1279.4,896.3,1142.4,1458.2,892.5,2.0,8.5,109.7,5,weekend,0.6126514389694967,0.3892556240771302,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 15:00:00,19.0,33.9,0.7042,1240.0,994.4,1111.9,1486.0,956.5,2.0,9.7,120.2,5,weekend,0.5937844179476128,0.43185963693216367,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 16:00:00,16.7,33.7,0.7012,1306.0,957.4,953.8,1647.2,1056.4,2.3,9.8,135.2,5,weekend,0.6253890724512761,0.41579084513159037,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 17:00:00,16.7,35.9,0.7117,1326.0,1010.0,1034.6,1634.0,1127.4,2.3,10.4,148.0,5,weekend,0.6349662404826892,0.43863458698862157,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 18:00:00,17.1,41.0,0.7451,1561.4,1081.6,806.1,1868.0,1478.7,3.0,16.4,240.6,5,weekend,0.7476895082124215,0.46972987058108223,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 19:00:00,15.8,42.8,0.7569,1528.6,1298.9,727.7,1998.9,1531.4,4.2,19.6,282.5,5,weekend,0.731982952640904,0.5641014505341788,0.5-0.8,0.5-0.8,2010-03-13,2010,3,13,313
2010-03-13 20:00:00,14.8,46.7,0.7786,1675.4,1210.3,716.3,1953.3,1578.2,4.0,19.6,273.4,5,weekend,0.8022793659914763,0.5256232085468601,0.8-0.85,0.5-0.8,2010-03-13,2010,3,13,313
2010-03-13 21:00:00,14.2,44.9,0.8091,1523.7,1247.0,807.7,1767.0,1942.6,3.9,17.4,300.0,5,weekend,0.7296365464732079,0.5415617128463476,0.5-0.8,0.5-0.8,2010-03-13,2010,3,13,313
2010-03-13 22:00:00,14.6,48.6,0.806,1487.3,1110.8,827.1,1835.4,1721.4,3.0,13.2,209.7,5,weekend,0.712206100656036,0.4824111873534266,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-13 23:00:00,14.8,47.8,0.8193,1403.8,949.4,909.8,1699.2,1520.6,2.7,11.1,172.0,5,weekend,0.6722214241248862,0.4123165117693043,0.5-0.8,0.2-0.5,2010-03-13,2010,3,13,313
2010-03-14 00:00:00,13.8,54.7,0.8498,1488.0,1033.3,933.4,1498.2,1442.9,2.8,11.2,186.2,6,weekend,0.7125413015371354,0.44875358290627987,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 01:00:00,14.7,49.4,0.8536,1484.0,1086.8,827.2,1705.2,1545.3,2.7,11.7,168.8,6,weekend,0.7106258679308528,0.4719881872665682,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 02:00:00,13.0,56.5,0.8537,1285.0,943.5,1010.2,1527.6,1403.9,2.6,8.8,128.0,6,weekend,0.6153330460182923,0.4097541909146183,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 03:00:00,11.0,64.7,0.8674,1290.2,987.4,948.6,1555.2,1239.7,2.3,10.2,135.3,6,weekend,0.6178231097064598,0.4288195952401633,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 04:00:00,11.9,64.8,0.8603,1163.9,788.5,1175.2,1364.9,1061.5,1.3,5.0,67.9,6,weekend,0.557343293588086,0.34243898202032486,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 05:00:00,11.8,66.9,0.8533,1008.9,691.0,1233.8,1321.9,919.7,1.2,3.8,50.9,6,weekend,0.4831202413446343,0.30009554416746287,0.2-0.5,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 06:00:00,10.9,59.1,0.8473,1086.8,605.6,1464.8,1293.0,819.7,1.0,2.6,42.7,6,weekend,0.5204233108269883,0.26300703552505866,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 07:00:00,10.0,66.2,0.853,1017.7,584.2,1356.3,1407.0,861.5,0.9,2.3,74.0,6,weekend,0.4873341952784561,0.2537131937809433,0.2-0.5,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 08:00:00,12.2,66.5,0.853,1085.7,707.6,1188.2,1315.0,1007.0,1.4,4.2,97.0,6,weekend,0.5198965665852607,0.30730478589420657,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 09:00:00,12.8,58.2,0.8627,1185.6,877.7,1086.6,1435.4,1158.6,1.5,6.1,109.7,6,weekend,0.5677345209021691,0.381177799009815,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 10:00:00,14.5,53.1,0.8728,1318.7,932.2,971.0,1581.7,1139.2,2.3,8.7,142.6,6,weekend,0.6314705741512234,0.40484669504038917,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 11:00:00,16.6,47.0,0.8789,1416.1,988.8,860.4,1645.1,1409.2,2.8,10.2,172.5,6,weekend,0.6781113824642052,0.42942760357856335,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 12:00:00,17.9,39.4,0.8474,1316.9,992.0,952.4,1777.6,1299.9,2.6,11.1,157.8,6,weekend,0.6306086290283963,0.43081733692347784,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 13:00:00,21.8,33.0,0.7812,1306.6,844.8,1051.5,1464.0,940.8,2.0,7.1,107.4,6,weekend,0.6256763874922184,0.36688960305741336,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 14:00:00,22.7,28.7,0.7616,1207.0,870.2,1126.1,1430.4,863.3,1.7,7.0,102.0,6,weekend,0.5779820906957812,0.3779206114826718,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 15:00:00,20.8,29.0,0.7525,1232.8,906.0,1135.0,1526.1,945.0,1.8,8.7,105.3,6,weekend,0.590336637456304,0.3934682532789021,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 16:00:00,21.3,29.8,0.7516,1428.8,1003.2,1032.4,1547.2,1143.0,3.0,11.2,168.3,6,weekend,0.6841928841641526,0.4356814036306784,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 17:00:00,20.4,30.2,0.7696,1351.7,1093.0,952.4,1651.3,1193.9,2.8,11.9,178.2,6,weekend,0.647272901403055,0.47468079562234,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 18:00:00,18.7,35.2,0.8307,1463.2,1012.8,929.0,1554.0,1236.8,2.6,11.8,150.4,6,weekend,0.7006656131781832,0.43985060366542167,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 19:00:00,18.6,41.7,0.8732,1808.0,1259.5,707.8,1893.4,1681.0,4.4,19.8,250.6,6,weekend,0.8657759900397451,0.5469903587249196,0.85-1.00,0.5-0.8,2010-03-14,2010,3,14,314
2010-03-14 20:00:00,16.4,45.6,0.921,1765.1,1298.1,687.8,2039.9,2000.2,5.8,23.6,305.5,6,weekend,0.845232964612364,0.5637540171979502,0.8-0.85,0.5-0.8,2010-03-14,2010,3,14,314
2010-03-14 21:00:00,16.5,47.1,0.932,1591.2,1094.4,776.2,1727.1,1532.6,3.5,14.6,221.3,6,weekend,0.7619594885792271,0.4752888039607401,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 22:00:00,15.5,53.0,0.9341,1257.8,958.8,887.0,1539.4,1423.0,2.0,8.8,153.3,6,weekend,0.6023080974955705,0.41639885346999045,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-14 23:00:00,15.4,58.7,0.9314,1416.4,942.3,895.7,1600.8,1308.5,2.3,8.8,144.4,6,weekend,0.6782550399846765,0.40923304091027535,0.5-0.8,0.2-0.5,2010-03-14,2010,3,14,314
2010-03-15 00:00:00,13.9,54.7,0.9164,1226.6,837.1,1024.4,1639.8,1200.0,1.7,6.9,107.1,0,weekday,0.587367715366566,0.363545557196213,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 01:00:00,13.4,53.0,0.9094,1239.0,861.5,959.5,1496.7,1162.3,1.8,6.5,98.6,0,weekday,0.5933055595460421,0.37414227395118566,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 02:00:00,12.5,62.5,0.9361,1285.2,863.6,1008.0,1581.7,1114.5,1.8,7.4,113.4,0,weekday,0.6154288176986065,0.37505428645878575,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 03:00:00,12.3,62.9,0.923,1024.1,770.7,1161.8,1442.4,1021.0,1.2,4.4,71.7,0,weekday,0.49039888904850826,0.3347085902892383,0.2-0.5,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 04:00:00,12.3,63.4,0.9351,1034.9,668.3,1207.5,1468.0,1013.0,1.0,4.0,62.0,0,weekday,0.49557055978547143,0.29023712325197604,0.2-0.5,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 05:00:00,12.6,64.0,0.9375,1128.8,653.8,1213.8,1420.1,979.7,1.0,3.9,88.9,0,weekday,0.540535363692956,0.28393989403283243,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 06:00:00,11.3,69.1,0.9475,1180.1,780.2,1081.5,1568.2,1104.7,1.4,6.5,140.8,0,weekday,0.5651007996935306,0.33883436115695303,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 07:00:00,12.0,67.4,0.9401,1248.3,1014.3,923.9,1761.3,1247.4,2.1,9.6,221.2,0,weekday,0.5977589426806492,0.44050204117085034,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 08:00:00,12.0,61.3,0.917,1743.1,1523.6,678.1,2276.5,1579.2,5.4,26.7,345.6,0,weekday,0.8346980797778096,0.6616867888473899,0.8-0.85,0.5-0.8,2010-03-15,2010,3,15,315
2010-03-15 09:00:00,14.7,54.3,0.9076,1882.6,1615.9,547.7,2638.4,2227.7,7.8,37.4,506.7,0,weekday,0.9014988267969161,0.701771910014766,0.85-1.00,0.5-0.8,2010-03-15,2010,3,15,315
2010-03-15 10:00:00,17.7,47.4,0.8993,1824.1,1543.5,597.1,2352.5,2032.2,6.1,27.4,405.8,0,weekday,0.8734856103050327,0.6703291930860766,0.85-1.00,0.5-0.8,2010-03-15,2010,3,15,315
2010-03-15 11:00:00,19.6,40.0,0.8801,1470.2,1222.0,738.4,2110.2,1905.9,4.1,20.3,306.2,0,weekday,0.7040176219891777,0.5307044210892036,0.5-0.8,0.5-0.8,2010-03-15,2010,3,15,315
2010-03-15 12:00:00,22.0,34.8,0.8904,1444.3,1041.6,864.2,1711.7,1552.4,3.0,14.8,209.0,0,weekday,0.6916151893884978,0.4523582037696517,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
2010-03-15 13:00:00,22.8,31.2,0.9096,1374.5,1123.1,771.9,1776.1,1488.2,2.8,14.0,159.0,0,weekday,0.658190872958866,0.48775297489794145,0.5-0.8,0.2-0.5,2010-03-15,2010,3,15,315
